idVuelo,iataOrigen,iataDestino,horaSalidaUtc,horaLlegadaUtc,capacidadMaletas,cancelado
V011752,LDZA,EBCI,2026-01-06T06:16:00.000Z,2026-01-06T07:35:00.000Z,340,false
V011753,EBCI,LDZA,2026-01-06T13:40:00.000Z,2026-01-06T14:59:00.000Z,360,false
V011754,LDZA,EBCI,2026-01-06T15:23:00.000Z,2026-01-06T16:42:00.000Z,300,false
V011755,EBCI,LDZA,2026-01-06T19:17:00.000Z,2026-01-06T20:36:00.000Z,360,false
V011756,LDZA,EBCI,2026-01-06T20:17:00.000Z,2026-01-06T21:36:00.000Z,340,false
V011757,EBCI,EKCH,2026-01-06T01:00:00.000Z,2026-01-06T01:58:00.000Z,300,false
V011758,EKCH,EBCI,2026-01-06T02:22:00.000Z,2026-01-06T03:20:00.000Z,340,false
V011759,EBCI,EKCH,2026-01-06T08:47:00.000Z,2026-01-06T09:45:00.000Z,340,false
V011760,EKCH,EBCI,2026-01-06T08:31:00.000Z,2026-01-06T09:29:00.000Z,320,false
V011761,EBCI,EKCH,2026-01-06T13:54:00.000Z,2026-01-06T14:52:00.000Z,360,false
V011762,EKCH,EBCI,2026-01-06T10:15:00.000Z,2026-01-06T11:13:00.000Z,360,false
V011763,EBCI,EKCH,2026-01-06T18:55:00.000Z,2026-01-06T19:53:00.000Z,340,false
V011764,EKCH,EBCI,2026-01-06T17:19:00.000Z,2026-01-06T18:17:00.000Z,300,false
V011765,EBCI,EHAM,2026-01-06T01:48:00.000Z,2026-01-06T02:04:00.000Z,360,false
V011766,EHAM,EBCI,2026-01-06T00:00:00.000Z,2026-01-06T00:16:00.000Z,300,false
V011767,EBCI,EHAM,2026-01-06T05:13:00.000Z,2026-01-06T05:29:00.000Z,340,false
V011768,EHAM,EBCI,2026-01-06T06:50:00.000Z,2026-01-06T07:06:00.000Z,340,false
V011769,EBCI,EHAM,2026-01-06T12:56:00.000Z,2026-01-06T13:12:00.000Z,320,false
V011770,EHAM,EBCI,2026-01-06T15:57:00.000Z,2026-01-06T16:13:00.000Z,320,false
V011771,EBCI,EHAM,2026-01-06T17:32:00.000Z,2026-01-06T17:48:00.000Z,340,false
V011772,EHAM,EBCI,2026-01-06T19:25:00.000Z,2026-01-06T19:41:00.000Z,320,false
V011773,EBCI,VIDP,2026-01-06T00:55:00.000Z,2026-01-06T09:04:00.000Z,340,false
V011774,VIDP,EBCI,2026-01-05T19:26:00.000Z,2026-01-06T03:35:00.000Z,360,false
V011775,EBCI,VIDP,2026-01-06T09:36:00.000Z,2026-01-06T17:45:00.000Z,300,false
V011776,VIDP,EBCI,2026-01-06T01:58:00.000Z,2026-01-06T10:07:00.000Z,360,false
V011777,EBCI,VIDP,2026-01-06T14:39:00.000Z,2026-01-06T22:48:00.000Z,340,false
V011778,VIDP,EBCI,2026-01-06T12:25:00.000Z,2026-01-06T20:34:00.000Z,300,false
V011779,EBCI,VIDP,2026-01-06T16:43:00.000Z,2026-01-07T00:52:00.000Z,320,false
V011780,VIDP,EBCI,2026-01-06T16:56:00.000Z,2026-01-07T01:05:00.000Z,340,false
V011781,EBCI,OSDI,2026-01-06T00:03:00.000Z,2026-01-06T04:06:00.000Z,320,false
V011782,OSDI,EBCI,2026-01-06T01:32:00.000Z,2026-01-06T05:35:00.000Z,320,false
V011783,EBCI,OSDI,2026-01-06T13:59:00.000Z,2026-01-06T18:02:00.000Z,360,false
V011784,OSDI,EBCI,2026-01-06T05:41:00.000Z,2026-01-06T09:44:00.000Z,300,false
V011785,EBCI,OSDI,2026-01-06T15:06:00.000Z,2026-01-06T19:09:00.000Z,320,false
V011786,OSDI,EBCI,2026-01-06T19:06:00.000Z,2026-01-06T23:09:00.000Z,340,false
V011787,EBCI,OAKB,2026-01-05T22:23:00.000Z,2026-01-06T05:15:00.000Z,360,false
V011788,OAKB,EBCI,2026-01-05T20:28:00.000Z,2026-01-06T03:20:00.000Z,320,false
V011789,EBCI,OAKB,2026-01-06T16:40:00.000Z,2026-01-06T23:32:00.000Z,300,false
V011790,OAKB,EBCI,2026-01-06T12:11:00.000Z,2026-01-06T19:03:00.000Z,320,false
V011791,EBCI,OOMS,2026-01-05T22:44:00.000Z,2026-01-06T05:41:00.000Z,360,false
V011792,OOMS,EBCI,2026-01-06T01:54:00.000Z,2026-01-06T08:51:00.000Z,340,false
V011793,EBCI,OOMS,2026-01-06T08:45:00.000Z,2026-01-06T15:42:00.000Z,340,false
V011794,OOMS,EBCI,2026-01-06T06:00:00.000Z,2026-01-06T12:57:00.000Z,340,false
V011795,EBCI,OOMS,2026-01-06T19:54:00.000Z,2026-01-07T02:51:00.000Z,300,false
V011796,OOMS,EBCI,2026-01-06T14:03:00.000Z,2026-01-06T21:00:00.000Z,300,false
V011797,EBCI,OYSN,2026-01-06T01:39:00.000Z,2026-01-06T08:18:00.000Z,300,false
V011798,OYSN,EBCI,2026-01-06T00:22:00.000Z,2026-01-06T07:01:00.000Z,300,false
V011799,EBCI,OYSN,2026-01-06T06:38:00.000Z,2026-01-06T13:17:00.000Z,320,false
V011800,OYSN,EBCI,2026-01-06T03:50:00.000Z,2026-01-06T10:29:00.000Z,360,false
V011801,EBCI,OYSN,2026-01-06T10:24:00.000Z,2026-01-06T17:03:00.000Z,360,false
V011802,OYSN,EBCI,2026-01-06T10:45:00.000Z,2026-01-06T17:24:00.000Z,300,false
V011803,EBCI,OYSN,2026-01-06T17:38:00.000Z,2026-01-07T00:17:00.000Z,300,false
V011804,OYSN,EBCI,2026-01-06T17:09:00.000Z,2026-01-06T23:48:00.000Z,300,false
V011805,EBCI,OPKC,2026-01-06T01:04:00.000Z,2026-01-06T08:43:00.000Z,320,false
V011806,OPKC,EBCI,2026-01-06T01:16:00.000Z,2026-01-06T08:55:00.000Z,340,false
V011807,EBCI,OPKC,2026-01-06T11:56:00.000Z,2026-01-06T19:35:00.000Z,340,false
V011808,OPKC,EBCI,2026-01-06T06:11:00.000Z,2026-01-06T13:50:00.000Z,360,false
V011809,EBCI,OPKC,2026-01-06T16:19:00.000Z,2026-01-06T23:58:00.000Z,300,false
V011810,OPKC,EBCI,2026-01-06T13:16:00.000Z,2026-01-06T20:55:00.000Z,320,false
V011811,EBCI,UBBB,2026-01-06T01:45:00.000Z,2026-01-06T06:25:00.000Z,360,false
V011812,UBBB,EBCI,2026-01-05T22:10:00.000Z,2026-01-06T02:50:00.000Z,340,false
V011813,EBCI,UBBB,2026-01-06T04:39:00.000Z,2026-01-06T09:19:00.000Z,320,false
V011814,UBBB,EBCI,2026-01-06T08:55:00.000Z,2026-01-06T13:35:00.000Z,320,false
V011815,EBCI,UBBB,2026-01-06T12:32:00.000Z,2026-01-06T17:12:00.000Z,340,false
V011816,UBBB,EBCI,2026-01-06T14:26:00.000Z,2026-01-06T19:06:00.000Z,360,false
V011817,EBCI,UBBB,2026-01-06T21:27:00.000Z,2026-01-07T02:07:00.000Z,300,false
V011818,UBBB,EBCI,2026-01-06T18:17:00.000Z,2026-01-06T22:57:00.000Z,360,false
V011819,EBCI,OJAI,2026-01-06T02:55:00.000Z,2026-01-06T07:06:00.000Z,340,false
V011820,OJAI,EBCI,2026-01-05T22:10:00.000Z,2026-01-06T02:21:00.000Z,360,false
V011821,EBCI,OJAI,2026-01-06T05:45:00.000Z,2026-01-06T09:56:00.000Z,300,false
V011822,OJAI,EBCI,2026-01-06T06:07:00.000Z,2026-01-06T10:18:00.000Z,300,false
V011823,EBCI,OJAI,2026-01-06T15:29:00.000Z,2026-01-06T19:40:00.000Z,360,false
V011824,OJAI,EBCI,2026-01-06T09:28:00.000Z,2026-01-06T13:39:00.000Z,300,false
V011825,EBCI,OJAI,2026-01-06T20:01:00.000Z,2026-01-07T00:12:00.000Z,340,false
V011826,OJAI,EBCI,2026-01-06T17:03:00.000Z,2026-01-06T21:14:00.000Z,340,false
V011827,UMMS,LBSF,2026-01-06T07:46:00.000Z,2026-01-06T09:22:00.000Z,340,false
V011828,LBSF,UMMS,2026-01-05T22:44:00.000Z,2026-01-06T00:20:00.000Z,340,false
V011829,UMMS,LBSF,2026-01-06T09:19:00.000Z,2026-01-06T10:55:00.000Z,320,false
V011830,LBSF,UMMS,2026-01-06T17:22:00.000Z,2026-01-06T18:58:00.000Z,340,false
V011831,UMMS,LKPR,2026-01-06T03:02:00.000Z,2026-01-06T04:19:00.000Z,340,false
V011832,LKPR,UMMS,2026-01-06T16:52:00.000Z,2026-01-06T18:09:00.000Z,300,false
V011833,UMMS,LDZA,2026-01-06T03:02:00.000Z,2026-01-06T04:35:00.000Z,320,false
V011834,LDZA,UMMS,2026-01-05T23:41:00.000Z,2026-01-06T01:14:00.000Z,320,false
V011835,UMMS,LDZA,2026-01-06T12:42:00.000Z,2026-01-06T14:15:00.000Z,360,false
V011836,LDZA,UMMS,2026-01-06T07:41:00.000Z,2026-01-06T09:14:00.000Z,340,false
V011837,UMMS,LDZA,2026-01-06T17:29:00.000Z,2026-01-06T19:02:00.000Z,320,false
V011838,LDZA,UMMS,2026-01-06T16:44:00.000Z,2026-01-06T18:17:00.000Z,340,false
V011839,UMMS,EKCH,2026-01-06T02:51:00.000Z,2026-01-06T04:11:00.000Z,340,false
V011840,EKCH,UMMS,2026-01-05T22:12:00.000Z,2026-01-05T23:32:00.000Z,320,false
V011841,UMMS,EKCH,2026-01-06T04:21:00.000Z,2026-01-06T05:41:00.000Z,320,false
V011842,EKCH,UMMS,2026-01-06T08:36:00.000Z,2026-01-06T09:56:00.000Z,360,false
V011843,UMMS,EKCH,2026-01-06T12:44:00.000Z,2026-01-06T14:04:00.000Z,300,false
V011844,EKCH,UMMS,2026-01-06T13:53:00.000Z,2026-01-06T15:13:00.000Z,300,false
V011845,UMMS,EKCH,2026-01-06T18:53:00.000Z,2026-01-06T20:13:00.000Z,300,false
V011846,EKCH,UMMS,2026-01-06T18:13:00.000Z,2026-01-06T19:33:00.000Z,320,false
V011847,UMMS,EHAM,2026-01-05T23:57:00.000Z,2026-01-06T01:59:00.000Z,320,false
V011848,EHAM,UMMS,2026-01-05T22:09:00.000Z,2026-01-06T00:11:00.000Z,300,false
V011849,UMMS,EHAM,2026-01-06T08:01:00.000Z,2026-01-06T10:03:00.000Z,360,false
V011850,EHAM,UMMS,2026-01-06T13:56:00.000Z,2026-01-06T15:58:00.000Z,300,false
V011851,UMMS,EHAM,2026-01-06T13:53:00.000Z,2026-01-06T15:55:00.000Z,320,false
V011852,EHAM,UMMS,2026-01-06T19:31:00.000Z,2026-01-06T21:33:00.000Z,300,false
V011853,UMMS,VIDP,2026-01-05T23:39:00.000Z,2026-01-06T05:45:00.000Z,340,false
V011854,VIDP,UMMS,2026-01-05T19:52:00.000Z,2026-01-06T01:58:00.000Z,320,false
V011855,UMMS,VIDP,2026-01-06T05:32:00.000Z,2026-01-06T11:38:00.000Z,340,false
V011856,VIDP,UMMS,2026-01-06T02:49:00.000Z,2026-01-06T08:55:00.000Z,300,false
V011857,UMMS,VIDP,2026-01-06T10:55:00.000Z,2026-01-06T17:01:00.000Z,360,false
V011858,VIDP,UMMS,2026-01-06T09:25:00.000Z,2026-01-06T15:31:00.000Z,320,false
V011859,UMMS,VIDP,2026-01-06T16:43:00.000Z,2026-01-06T22:49:00.000Z,320,false
V011860,VIDP,UMMS,2026-01-06T14:26:00.000Z,2026-01-06T20:32:00.000Z,360,false
V011861,UMMS,OSDI,2026-01-06T00:04:00.000Z,2026-01-06T02:58:00.000Z,320,false
V011862,OSDI,UMMS,2026-01-05T21:24:00.000Z,2026-01-06T00:18:00.000Z,300,false
V011863,UMMS,OSDI,2026-01-06T07:25:00.000Z,2026-01-06T10:19:00.000Z,360,false
V011864,OSDI,UMMS,2026-01-06T04:13:00.000Z,2026-01-06T07:07:00.000Z,340,false
V011865,UMMS,OSDI,2026-01-06T10:09:00.000Z,2026-01-06T13:03:00.000Z,360,false
V011866,OSDI,UMMS,2026-01-06T12:10:00.000Z,2026-01-06T15:04:00.000Z,300,false
V011867,UMMS,OSDI,2026-01-06T18:59:00.000Z,2026-01-06T21:53:00.000Z,300,false
V011868,OSDI,UMMS,2026-01-06T19:35:00.000Z,2026-01-06T22:29:00.000Z,340,false
V011869,UMMS,OAKB,2026-01-05T23:29:00.000Z,2026-01-06T04:19:00.000Z,320,false
V011870,OAKB,UMMS,2026-01-05T23:40:00.000Z,2026-01-06T04:30:00.000Z,320,false
V011871,UMMS,OAKB,2026-01-06T08:23:00.000Z,2026-01-06T13:13:00.000Z,320,false
V011872,OAKB,UMMS,2026-01-06T02:21:00.000Z,2026-01-06T07:11:00.000Z,360,false
V011873,UMMS,OAKB,2026-01-06T12:14:00.000Z,2026-01-06T17:04:00.000Z,360,false
V011874,OAKB,UMMS,2026-01-06T09:57:00.000Z,2026-01-06T14:47:00.000Z,300,false
V011875,UMMS,OAKB,2026-01-06T15:51:00.000Z,2026-01-06T20:41:00.000Z,360,false
V011876,OAKB,UMMS,2026-01-06T15:06:00.000Z,2026-01-06T19:56:00.000Z,320,false
V011877,UMMS,OOMS,2026-01-06T04:11:00.000Z,2026-01-06T09:27:00.000Z,300,false
V011878,OOMS,UMMS,2026-01-06T03:30:00.000Z,2026-01-06T08:46:00.000Z,360,false
V011879,UMMS,OOMS,2026-01-06T09:01:00.000Z,2026-01-06T14:17:00.000Z,320,false
V011880,OOMS,UMMS,2026-01-06T04:07:00.000Z,2026-01-06T09:23:00.000Z,340,false
V011881,UMMS,OOMS,2026-01-06T18:51:00.000Z,2026-01-07T00:07:00.000Z,360,false
V011882,OOMS,UMMS,2026-01-06T17:18:00.000Z,2026-01-06T22:34:00.000Z,360,false
V011883,UMMS,OYSN,2026-01-06T12:49:00.000Z,2026-01-06T18:25:00.000Z,300,false
V011884,OYSN,UMMS,2026-01-05T21:41:00.000Z,2026-01-06T03:17:00.000Z,340,false
V011885,UMMS,OPKC,2026-01-05T21:17:00.000Z,2026-01-06T03:03:00.000Z,360,false
V011886,OPKC,UMMS,2026-01-05T21:50:00.000Z,2026-01-06T03:36:00.000Z,340,false
V011887,UMMS,OPKC,2026-01-06T08:21:00.000Z,2026-01-06T14:07:00.000Z,340,false
V011888,OPKC,UMMS,2026-01-06T08:18:00.000Z,2026-01-06T14:04:00.000Z,360,false
V011889,UMMS,OPKC,2026-01-06T18:55:00.000Z,2026-01-07T00:41:00.000Z,300,false
V011890,OPKC,UMMS,2026-01-06T16:12:00.000Z,2026-01-06T21:58:00.000Z,360,false
V011891,UMMS,UBBB,2026-01-06T02:49:00.000Z,2026-01-06T05:35:00.000Z,340,false
V011892,UBBB,UMMS,2026-01-06T00:26:00.000Z,2026-01-06T03:12:00.000Z,300,false
V011893,UMMS,UBBB,2026-01-06T08:59:00.000Z,2026-01-06T11:45:00.000Z,320,false
V011894,UBBB,UMMS,2026-01-06T04:05:00.000Z,2026-01-06T06:51:00.000Z,300,false
V011895,UMMS,UBBB,2026-01-06T10:26:00.000Z,2026-01-06T13:12:00.000Z,320,false
V011896,UBBB,UMMS,2026-01-06T11:15:00.000Z,2026-01-06T14:01:00.000Z,300,false
V011897,UMMS,UBBB,2026-01-06T20:31:00.000Z,2026-01-06T23:17:00.000Z,300,false
V011898,UBBB,UMMS,2026-01-06T16:25:00.000Z,2026-01-06T19:11:00.000Z,340,false
V011899,UMMS,OJAI,2026-01-06T03:51:00.000Z,2026-01-06T07:00:00.000Z,300,false
V011900,OJAI,UMMS,2026-01-06T10:37:00.000Z,2026-01-06T13:46:00.000Z,300,false
V011901,LBSF,LKPR,2026-01-06T01:12:00.000Z,2026-01-06T02:37:00.000Z,360,false
V011902,LKPR,LBSF,2026-01-06T05:10:00.000Z,2026-01-06T06:35:00.000Z,360,false
V011903,LBSF,LKPR,2026-01-06T11:07:00.000Z,2026-01-06T12:32:00.000Z,300,false
V011904,LKPR,LBSF,2026-01-06T20:25:00.000Z,2026-01-06T21:50:00.000Z,300,false
V011905,LBSF,LDZA,2026-01-06T01:25:00.000Z,2026-01-06T02:14:00.000Z,340,false
V011906,LDZA,LBSF,2026-01-06T03:01:00.000Z,2026-01-06T03:50:00.000Z,320,false
V011907,LBSF,LDZA,2026-01-06T07:13:00.000Z,2026-01-06T08:02:00.000Z,360,false
V011908,LDZA,LBSF,2026-01-06T09:52:00.000Z,2026-01-06T10:41:00.000Z,320,false
V011909,LBSF,LDZA,2026-01-06T13:19:00.000Z,2026-01-06T14:08:00.000Z,320,false
V011910,LDZA,LBSF,2026-01-06T15:45:00.000Z,2026-01-06T16:34:00.000Z,340,false
V011911,LBSF,LDZA,2026-01-06T19:11:00.000Z,2026-01-06T20:00:00.000Z,360,false
V011912,LDZA,LBSF,2026-01-06T21:53:00.000Z,2026-01-06T22:42:00.000Z,340,false
V011913,LBSF,EKCH,2026-01-06T01:04:00.000Z,2026-01-06T03:08:00.000Z,340,false
V011914,EKCH,LBSF,2026-01-05T22:18:00.000Z,2026-01-06T00:22:00.000Z,360,false
V011915,LBSF,EKCH,2026-01-06T05:18:00.000Z,2026-01-06T07:22:00.000Z,340,false
V011916,EKCH,LBSF,2026-01-06T09:59:00.000Z,2026-01-06T12:03:00.000Z,360,false
V011917,LBSF,EKCH,2026-01-06T14:18:00.000Z,2026-01-06T16:22:00.000Z,360,false
V011918,EKCH,LBSF,2026-01-06T11:45:00.000Z,2026-01-06T13:49:00.000Z,340,false
V011919,LBSF,EKCH,2026-01-06T17:25:00.000Z,2026-01-06T19:29:00.000Z,320,false
V011920,EKCH,LBSF,2026-01-06T20:01:00.000Z,2026-01-06T22:05:00.000Z,360,false
V011921,LBSF,EHAM,2026-01-05T22:27:00.000Z,2026-01-06T00:43:00.000Z,300,false
V011922,EHAM,LBSF,2026-01-05T22:04:00.000Z,2026-01-06T00:20:00.000Z,340,false
V011923,LBSF,EHAM,2026-01-06T05:24:00.000Z,2026-01-06T07:40:00.000Z,360,false
V011924,EHAM,LBSF,2026-01-06T09:26:00.000Z,2026-01-06T11:42:00.000Z,300,false
V011925,LBSF,EHAM,2026-01-06T12:17:00.000Z,2026-01-06T14:33:00.000Z,360,false
V011926,EHAM,LBSF,2026-01-06T12:41:00.000Z,2026-01-06T14:57:00.000Z,360,false
V011927,LBSF,EHAM,2026-01-06T16:42:00.000Z,2026-01-06T18:58:00.000Z,300,false
V011928,EHAM,LBSF,2026-01-06T21:11:00.000Z,2026-01-06T23:27:00.000Z,360,false
V011929,LBSF,VIDP,2026-01-06T02:56:00.000Z,2026-01-06T09:18:00.000Z,320,false
V011930,VIDP,LBSF,2026-01-05T23:01:00.000Z,2026-01-06T05:23:00.000Z,360,false
V011931,LBSF,VIDP,2026-01-06T09:28:00.000Z,2026-01-06T15:50:00.000Z,300,false
V011932,VIDP,LBSF,2026-01-06T06:53:00.000Z,2026-01-06T13:15:00.000Z,340,false
V011933,LBSF,VIDP,2026-01-06T17:37:00.000Z,2026-01-06T23:59:00.000Z,360,false
V011934,VIDP,LBSF,2026-01-06T12:52:00.000Z,2026-01-06T19:14:00.000Z,300,false
V011935,LBSF,OSDI,2026-01-06T01:51:00.000Z,2026-01-06T03:45:00.000Z,340,false
V011936,OSDI,LBSF,2026-01-05T21:00:00.000Z,2026-01-05T22:54:00.000Z,300,false
V011937,LBSF,OSDI,2026-01-06T05:25:00.000Z,2026-01-06T07:19:00.000Z,320,false
V011938,OSDI,LBSF,2026-01-06T08:48:00.000Z,2026-01-06T10:42:00.000Z,340,false
V011939,LBSF,OSDI,2026-01-06T11:13:00.000Z,2026-01-06T13:07:00.000Z,300,false
V011940,OSDI,LBSF,2026-01-06T11:42:00.000Z,2026-01-06T13:36:00.000Z,300,false
V011941,LBSF,OSDI,2026-01-06T17:21:00.000Z,2026-01-06T19:15:00.000Z,320,false
V011942,OSDI,LBSF,2026-01-06T16:36:00.000Z,2026-01-06T18:30:00.000Z,320,false
V011943,LBSF,OAKB,2026-01-05T22:08:00.000Z,2026-01-06T03:15:00.000Z,300,false
V011944,OAKB,LBSF,2026-01-05T23:35:00.000Z,2026-01-06T04:42:00.000Z,320,false
V011945,LBSF,OAKB,2026-01-06T06:07:00.000Z,2026-01-06T11:14:00.000Z,300,false
V011946,OAKB,LBSF,2026-01-06T02:39:00.000Z,2026-01-06T07:46:00.000Z,360,false
V011947,LBSF,OAKB,2026-01-06T14:21:00.000Z,2026-01-06T19:28:00.000Z,320,false
V011948,OAKB,LBSF,2026-01-06T13:24:00.000Z,2026-01-06T18:31:00.000Z,360,false
V011949,LBSF,OAKB,2026-01-06T16:50:00.000Z,2026-01-06T21:57:00.000Z,360,false
V011950,OAKB,LBSF,2026-01-06T16:23:00.000Z,2026-01-06T21:30:00.000Z,300,false
V011951,LBSF,OOMS,2026-01-05T23:58:00.000Z,2026-01-06T04:49:00.000Z,340,false
V011952,OOMS,LBSF,2026-01-05T21:43:00.000Z,2026-01-06T02:34:00.000Z,300,false
V011953,LBSF,OOMS,2026-01-06T11:49:00.000Z,2026-01-06T16:40:00.000Z,340,false
V011954,OOMS,LBSF,2026-01-06T09:24:00.000Z,2026-01-06T14:15:00.000Z,360,false
V011955,LBSF,OOMS,2026-01-06T13:29:00.000Z,2026-01-06T18:20:00.000Z,320,false
V011956,OOMS,LBSF,2026-01-06T15:38:00.000Z,2026-01-06T20:29:00.000Z,340,false
V011957,LBSF,OYSN,2026-01-05T23:41:00.000Z,2026-01-06T04:13:00.000Z,360,false
V011958,OYSN,LBSF,2026-01-06T02:03:00.000Z,2026-01-06T06:35:00.000Z,340,false
V011959,LBSF,OYSN,2026-01-06T20:43:00.000Z,2026-01-07T01:15:00.000Z,340,false
V011960,OYSN,LBSF,2026-01-06T15:45:00.000Z,2026-01-06T20:17:00.000Z,340,false
V011961,LBSF,OPKC,2026-01-06T00:10:00.000Z,2026-01-06T05:49:00.000Z,340,false
V011962,OPKC,LBSF,2026-01-05T23:16:00.000Z,2026-01-06T04:55:00.000Z,300,false
V011963,LBSF,OPKC,2026-01-06T06:26:00.000Z,2026-01-06T12:05:00.000Z,360,false
V011964,OPKC,LBSF,2026-01-06T04:04:00.000Z,2026-01-06T09:43:00.000Z,320,false
V011965,LBSF,OPKC,2026-01-06T16:37:00.000Z,2026-01-06T22:16:00.000Z,300,false
V011966,OPKC,LBSF,2026-01-06T13:18:00.000Z,2026-01-06T18:57:00.000Z,340,false
V011967,LBSF,UBBB,2026-01-06T00:28:00.000Z,2026-01-06T03:19:00.000Z,320,false
V011968,UBBB,LBSF,2026-01-05T23:43:00.000Z,2026-01-06T02:34:00.000Z,320,false
V011969,LBSF,UBBB,2026-01-06T07:29:00.000Z,2026-01-06T10:20:00.000Z,320,false
V011970,UBBB,LBSF,2026-01-06T07:43:00.000Z,2026-01-06T10:34:00.000Z,360,false
V011971,LBSF,UBBB,2026-01-06T12:26:00.000Z,2026-01-06T15:17:00.000Z,340,false
V011972,UBBB,LBSF,2026-01-06T12:09:00.000Z,2026-01-06T15:00:00.000Z,300,false
V011973,LBSF,UBBB,2026-01-06T17:59:00.000Z,2026-01-06T20:50:00.000Z,300,false
V011974,UBBB,LBSF,2026-01-06T17:28:00.000Z,2026-01-06T20:19:00.000Z,320,false
V011975,LBSF,OJAI,2026-01-05T23:53:00.000Z,2026-01-06T01:55:00.000Z,360,false
V011976,OJAI,LBSF,2026-01-06T02:43:00.000Z,2026-01-06T04:45:00.000Z,360,false
V011977,LBSF,OJAI,2026-01-06T04:10:00.000Z,2026-01-06T06:12:00.000Z,360,false
V011978,OJAI,LBSF,2026-01-06T08:40:00.000Z,2026-01-06T10:42:00.000Z,320,false
V011979,LBSF,OJAI,2026-01-06T13:45:00.000Z,2026-01-06T15:47:00.000Z,300,false
V011980,OJAI,LBSF,2026-01-06T10:09:00.000Z,2026-01-06T12:11:00.000Z,320,false
V011981,LBSF,OJAI,2026-01-06T20:39:00.000Z,2026-01-06T22:41:00.000Z,360,false
V011982,OJAI,LBSF,2026-01-06T20:47:00.000Z,2026-01-06T22:49:00.000Z,360,false
V011983,LKPR,LDZA,2026-01-06T01:15:00.000Z,2026-01-06T01:58:00.000Z,300,false
V011984,LDZA,LKPR,2026-01-05T22:53:00.000Z,2026-01-05T23:36:00.000Z,300,false
V011985,LKPR,LDZA,2026-01-06T07:08:00.000Z,2026-01-06T07:51:00.000Z,320,false
V011986,LDZA,LKPR,2026-01-06T08:35:00.000Z,2026-01-06T09:18:00.000Z,300,false
V011987,LKPR,LDZA,2026-01-06T14:03:00.000Z,2026-01-06T14:46:00.000Z,360,false
V011988,LDZA,LKPR,2026-01-06T11:57:00.000Z,2026-01-06T12:40:00.000Z,360,false
V011989,LKPR,LDZA,2026-01-06T21:10:00.000Z,2026-01-06T21:53:00.000Z,360,false
V011990,LDZA,LKPR,2026-01-06T20:58:00.000Z,2026-01-06T21:41:00.000Z,340,false
V011991,LKPR,EKCH,2026-01-06T06:59:00.000Z,2026-01-06T07:42:00.000Z,360,false
V011992,EKCH,LKPR,2026-01-05T23:47:00.000Z,2026-01-06T00:30:00.000Z,340,false
V011993,LKPR,EKCH,2026-01-06T11:19:00.000Z,2026-01-06T12:02:00.000Z,340,false
V011994,EKCH,LKPR,2026-01-06T20:34:00.000Z,2026-01-06T21:17:00.000Z,360,false
V011995,LKPR,EHAM,2026-01-06T03:18:00.000Z,2026-01-06T04:13:00.000Z,300,false
V011996,EHAM,LKPR,2026-01-05T22:37:00.000Z,2026-01-05T23:32:00.000Z,320,false
V011997,LKPR,EHAM,2026-01-06T13:24:00.000Z,2026-01-06T14:19:00.000Z,320,false
V011998,EHAM,LKPR,2026-01-06T08:01:00.000Z,2026-01-06T08:56:00.000Z,300,false
V011999,LKPR,EHAM,2026-01-06T17:41:00.000Z,2026-01-06T18:36:00.000Z,300,false
V012000,EHAM,LKPR,2026-01-06T20:16:00.000Z,2026-01-06T21:11:00.000Z,360,false
V012001,LKPR,VIDP,2026-01-06T00:51:00.000Z,2026-01-06T08:06:00.000Z,360,false
V012002,VIDP,LKPR,2026-01-05T23:54:00.000Z,2026-01-06T07:09:00.000Z,360,false
V012003,LKPR,VIDP,2026-01-06T09:09:00.000Z,2026-01-06T16:24:00.000Z,320,false
V012004,VIDP,LKPR,2026-01-06T01:52:00.000Z,2026-01-06T09:07:00.000Z,340,false
V012005,LKPR,VIDP,2026-01-06T14:12:00.000Z,2026-01-06T21:27:00.000Z,320,false
V012006,VIDP,LKPR,2026-01-06T08:30:00.000Z,2026-01-06T15:45:00.000Z,300,false
V012007,LKPR,VIDP,2026-01-06T21:37:00.000Z,2026-01-07T04:52:00.000Z,340,false
V012008,VIDP,LKPR,2026-01-06T18:21:00.000Z,2026-01-07T01:36:00.000Z,320,false
V012009,LKPR,OSDI,2026-01-05T23:06:00.000Z,2026-01-06T02:23:00.000Z,340,false
V012010,OSDI,LKPR,2026-01-05T23:08:00.000Z,2026-01-06T02:25:00.000Z,300,false
V012011,LKPR,OSDI,2026-01-06T09:15:00.000Z,2026-01-06T12:32:00.000Z,320,false
V012012,OSDI,LKPR,2026-01-06T06:35:00.000Z,2026-01-06T09:52:00.000Z,340,false
V012013,LKPR,OSDI,2026-01-06T16:54:00.000Z,2026-01-06T20:11:00.000Z,300,false
V012014,OSDI,LKPR,2026-01-06T19:10:00.000Z,2026-01-06T22:27:00.000Z,360,false
V012015,LKPR,OAKB,2026-01-05T22:25:00.000Z,2026-01-06T04:24:00.000Z,360,false
V012016,OAKB,LKPR,2026-01-06T00:04:00.000Z,2026-01-06T06:03:00.000Z,340,false
V012017,LKPR,OAKB,2026-01-06T08:48:00.000Z,2026-01-06T14:47:00.000Z,320,false
V012018,OAKB,LKPR,2026-01-06T06:51:00.000Z,2026-01-06T12:50:00.000Z,340,false
V012019,LKPR,OAKB,2026-01-06T10:23:00.000Z,2026-01-06T16:22:00.000Z,360,false
